TYPE|CODE|LIB|TXT|Findevalid|extension|cma_niv|cma|cmas|cmas_nt|code_imprecis|interdits_en_DP|interdits_en_DR|requerant_un_DR|ssrFP|ssrMP|ssrAE|ssrDAS|ssrZ_CMC|pmsi|MAJ|auteur_MAJ|remarque1|_009_EXT__LIB__finvalid__doublon
D|T031|T031 : Luxations, entorses et foulures du thorax avec luxations, entorses et foulures des lombes et du bassin|Lux., entorses et foulures du thor. avec lux., entorses et foulures des lombes et du bassin||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T032|T032 : Luxations, entorses et foulures de plusieurs parties de(s) membre(s) supérieur(s)|Lux., entorses et foulures de plus. parties de(s) mb.(s) sup.(s)||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T033|T033 : Luxations, entorses et foulures de plusieurs parties de(s) membre(s) inférieur(s)|Lux., entorses et foulures de plus. parties de(s) mb.(s) inf.(s)||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T034|T034 : Luxations, entorses et foulures de plusieurs parties de(s) membre(s) supérieur(s) avec membre(s) inférieur(s)|Lux., entorses et foulures de plus. parties de(s) mb.(s) sup.(s) avec mb.(s) inf.(s)||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T038|T038 : Luxations, entorses et foulures avec d'autres associations de parties du corps|Lux., entorses et foulures avec d'autres associations de parties du corps||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T039|T039 : Luxations, entorses et foulures multiples, sans précision|Lux., entorses et foulures mult., SAI|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T040|T040 : Écrasement de la tête avec écrasement du cou|Écras. de la tête avec écras. du cou||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T041|T041 : Écrasement du thorax avec écrasement de l'abdomen, des lombes et du bassin|Écras. du thor. avec écras. de l'abdo., des lombes et du bassin||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T042|T042 : Écrasement de plusieurs parties de(s) membre(s) supérieur(s)|Écras. de plus. parties de(s) mb.(s) sup.(s)||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T043|T043 : Écrasement de plusieurs parties de(s) membre(s) inférieur(s)|Écras. de plus. parties de(s) mb.(s) inf.(s)||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T044|T044 : Écrasement de plusieurs parties de(s) membre(s) supérieur(s) avec membre(s) inférieur(s)|Écras. de plus. parties de(s) mb.(s) sup.(s) avec mb.(s) inf.(s)||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T047|T047 : Écrasement du thorax avec écrasement de l'abdomen, des lombes, du bassin et de(s) membre(s)|Écras. du thor. avec écras. de l'abdo., des lombes, du bassin et de(s) mb.(s)||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T048|T048 : Écrasement d'autres associations de parties du corps|Écras. d'autres associations de parties du corps||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF||
D|T049|T049 : Écrasements multiples, sans précision|Écras. mult., SAI|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T050|T050 : Amputation traumatique des deux mains|Amput. trauma des deux mains||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T051|T051 : Amputation traumatique d'une main et de l'autre membre supérieur [tout niveau, sauf la main]|Amput. trauma d'une main et de l'autre mb. sup. [tout niveau, sauf la main]||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T052|T052 : Amputation traumatique des deux membres supérieurs [tout niveau]|Amput. trauma des deux mb. sup. [tout niveau]||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T053|T053 : Amputation traumatique des deux pieds|Amput. trauma des deux pieds||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T054|T054 : Amputation traumatique d'un pied et de l'autre membre inférieur [tout niveau, sauf le pied]|Amput. trauma d'un pied et de l'autre mb. inf. [tout niveau, sauf le pied]||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T055|T055 : Amputation traumatique des deux membres inférieurs [tout niveau]|Amput. trauma des deux mb. inf. [tout niveau]||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T056|T056 : Amputation traumatique de membres supérieurs et inférieurs, toute association [tout niveau]|Amput. trauma de mb. sup. et inf., toute association [tout niveau]||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T058|T058 : Amputation traumatique avec d'autres associations de parties du corps|Amput. trauma avec d'autres associations de parties du corps||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T059|T059 : Amputations traumatiques multiples, sans précision|Amput. trauma mult., SAI||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T060|T060 : Lésions traumatiques du cerveau et des nerfs crâniens avec lésions traumatiques des nerfs et de la moelle épinière au niveau du cou|Lés. trauma du cerveau et des nerfs crâniens avec lés. trauma des nerfs et de la moelle ép. niv. du||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T061|T061 : Lésions traumatiques des nerfs et de la moelle épinière de plusieurs autres parties du corps|Lés. trauma des nerfs et de la moelle ép. de plus. autres parties du corps||0||1|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T062|T062 : Lésions traumatiques des nerfs de plusieurs parties du corps|Lés. trauma des nerfs de plus. parties du corps||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T063|T063 : Lésions traumatiques de vaisseaux sanguins de plusieurs parties du corps|Lés. trauma de vssx. sang. de plus. parties du corps||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T064|T064 : Lésions traumatiques de muscles et de tendons de plusieurs parties du corps|Lés. trauma de muscles et de tendons de plus. parties du corps||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T065|T065 : Lésions traumatiques des organes intrathoraciques avec lésions traumatiques des organes intra-abdominaux et pelviens|Lés. trauma des org. intrathor. avec lés. trauma des org. intra-abdo. et pelv.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T068|T068 : Autres lésions traumatiques précisées de plusieurs parties du corps|Autres lés. trauma préc. de plus. parties du corps||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T07|T07 : Lésions traumatiques multiples, sans précision|Lés. trauma mult., SAI|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T08|T08 : Fracture du rachis, niveau non précisé|Frac. du rachis, niveau SAI.||0||1|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T08+0|T08+0 : Fracture fermée du rachis, niveau non précisé|Frac. fermée du rachis, niveau SAI.||0||1|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T08+1|T08+1 : Fracture ouverte du rachis, niveau non précisé|Frac. ouv. du rachis, niveau SAI.||0||1|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T090|T090 : Lésion traumatique superficielle du tronc, niveau non précisé|Lés. trauma superf. du tronc, niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T091|T091 : Plaie ouverte du tronc, niveau non précisé|Plaie ouv. du tronc, niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T092|T092 : Luxation, entorse et foulure d'articulation et de ligament non précisés du tronc|Lux., entorse et foulure d'artic. et de lig. SAI. du tronc||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T093|T093 : Lésion traumatique de la moelle épinière, niveau non précisé|Lés. trauma de la moelle ép., niveau SAI.||0||1|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T094|T094 : Lésion traumatique d'un nerf, de la racine nerveuse et du plexus rachidien du tronc, non précisés|Lés. trauma d'un nerf, de la racine nerv. et du plexus rach. du tronc, SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T095|T095 : Lésion traumatique de muscle et de tendon non précisés du tronc|Lés. trauma de muscle et de tendon SAI. du tronc||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T096|T096 : Amputation traumatique du tronc, niveau non précisé|Amput. trauma du tronc, niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T098|T098 : Autres lésions traumatiques précisées du tronc, niveau non précisé|Autres lés. trauma préc. du tronc, niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T099|T099 : Lésion traumatique non précisée du tronc, niveau non précisé|Lés. trauma SAI. du tronc, niveau SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T10|T10 : Fracture du membre supérieur, niveau non précisé|Frac. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T10+0|T10+0 : Fracture fermée du membre supérieur, niveau non précisé|Frac. fermée du mb. sup., niveau SAI.||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T10+1|T10+1 : Fracture ouverte du membre supérieur, niveau non précisé|Frac. ouv. du mb. sup., niveau SAI.||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T110|T110 : Lésion traumatique superficielle du membre supérieur, niveau non précisé|Lés. trauma superf. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T111|T111 : Plaie ouverte du membre supérieur, niveau non précisé|Plaie ouv. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T112|T112 : Luxation, entorse et foulure d'une articulation et d'un ligament non précisés du membre supérieur, niveau non précisé|Lux., entorse et foulure d'une artic. et d'un lig. SAI. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T113|T113 : Lésion traumatique d'un nerf non précisé du membre supérieur, niveau non précisé|Lés. trauma d'un nerf SAI. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T114|T114 : Lésion traumatique d'un vaisseau sanguin non précisé du membre supérieur, niveau non précisé|Lés. trauma d'un vssx. sang. SAI. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T115|T115 : Lésion traumatique d'un muscle et d'un tendon non précisés du membre supérieur, niveau non précisé|Lés. trauma d'un muscle et d'un tendon SAI. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T116|T116 : Amputation traumatique du membre supérieur, niveau non précisé|Amput. trauma du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T118|T118 : Autres lésions traumatiques précisées du membre supérieur, niveau non précisé|Autres lés. trauma préc. du mb. sup., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T119|T119 : Lésion traumatique non précisée du membre supérieur, niveau non précisé|Lés. trauma SAI. du mb. sup., niveau SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T12|T12 : Fracture d'un membre inférieur, niveau non précisé|Frac. d'un mb. inf., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T12+0|T12+0 : Fracture fermée d'un membre inférieur, niveau non précisé|Frac. fermée d'un mb. inf., niveau SAI.||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T12+1|T12+1 : Fracture ouverte d'un membre inférieur, niveau non précisé|Frac. ouv. d'un mb. inf., niveau SAI.||0||0|0|0|0|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/03/09 dpdrint(v11);|dpdrint
D|T130|T130 : Lésion traumatique superficielle du membre inférieur, niveau non précisé|Lés. trauma superf. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T131|T131 : Plaie ouverte du membre inférieur, niveau non précisé|Plaie ouv. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T132|T132 : Luxation, entorse et foulure d'une articulation et d'un ligament non précisés du membre inférieur, niveau non précisé|Lux., entorse et foulure d'une artic. et d'un lig. SAI. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T133|T133 : Lésion traumatique d'un nerf non précisé du membre inférieur, niveau non précisé|Lés. trauma d'un nerf SAI. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T134|T134 : Lésion traumatique d'un vaisseau sanguin non précisé du membre inférieur, niveau non précisé|Lés. trauma d'un vssx. sang. SAI. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T135|T135 : Lésion traumatique d'un muscle et d'un tendon non précisés du membre inférieur, niveau non précisé|Lés. trauma d'un muscle et d'un tendon SAI. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T136|T136 : Amputation traumatique du membre inférieur, niveau non précisé|Amput. trauma du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T138|T138 : Autres lésions traumatiques précisées du membre inférieur, niveau non précisé|Autres lés. trauma préc. du mb. inf., niveau SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T139|T139 : Lésion traumatique non précisée du membre inférieur, niveau non précisé|Lés. trauma SAI. du mb. inf., niveau SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T140|T140 : Lésion traumatique superficielle d'une partie du corps non précisée|Lés. trauma superf. d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T141|T141 : Plaie ouverte d'une partie du corps non précisée|Plaie ouv. d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T142|T142 : Fracture d'une partie du corps non précisée|Frac. d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T1420|T1420 : Fracture fermée d'une partie du corps non précisée|Frac. fermée d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T1421|T1421 : Fracture ouverte d'une partie du corps non précisée|Frac. ouv. d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T143|T143 : Luxation, entorse et foulure d'une partie du corps non précisée|Lux., entorse et foulure d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T144|T144 : Lésion traumatique de nerf(s) d'une partie du corps non précisée|Lés. trauma de nerf(s) d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T145|T145 : Lésion traumatique de vaisseau(x) sanguin(s) d'une partie du corps non précisée|Lés. trauma de vssx.(x) sang.(s) d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T146|T146 : Lésion traumatique de muscles et de tendons d'une partie du corps non précisée|Lés. trauma de muscles et de tendons d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T147|T147 : Écrasement et amputation traumatique d'une partie du corps non précisée|Écras. et amput. trauma d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T148|T148 : Autres lésions traumatiques d'une partie du corps non précisée|Autres lés. trauma d'une partie du corps SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T149|T149 : Lésion traumatique, sans précision|Lés. trauma, SAI|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T150|T150 : Corps étranger dans la cornée|C.é. dans la cornée||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T151|T151 : Corps étranger dans le sac conjonctival|C.é. dans le sac conjonctival||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T158|T158 : Corps étranger de localisations autres et multiples dans la partie externe de l'oeil|C.é. de loc. autres et mult. dans la partie ext. de l'oeil||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T159|T159 : Corps étranger dans la partie externe de l'oeil, sans précision|C.é. dans la partie ext. de l'oeil, SAI||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T16|T16 : Corps étranger dans l'oreille|C.é. dans l'oreille||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T170|T170 : Corps étranger dans un sinus nasal|C.é. dans un sinus nasal||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T171|T171 : Corps étranger dans une narine|C.é. dans une narine||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T172|T172 : Corps étranger dans le pharynx|C.é. dans le pharynx||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T173|T173 : Corps étranger dans le larynx|C.é. dans le larynx||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T174|T174 : Corps étranger dans la trachée|C.é. dans la trachée||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T175|T175 : Corps étranger dans les bronches|C.é. dans les bronches||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T178|T178 : Corps étranger de localisations autres et multiples dans les voies respiratoires|C.é. de loc. autres et mult. dans les voies resp.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T179|T179 : Corps étranger dans les voies respiratoires, partie non précisée|C.é. dans les voies resp., partie SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T180|T180 : Corps étranger dans la bouche|C.é. dans la bouche||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T181|T181 : Corps étranger dans l'oesophage|C.é. dans l'oesophage||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T182|T182 : Corps étranger dans l'estomac|C.é. dans l'estomac||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T183|T183 : Corps étranger dans l'intestin grêle|C.é. dans l'intestin grêle||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T184|T184 : Corps étranger dans le côlon|C.é. dans le côlon||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T185|T185 : Corps étranger dans l'anus et le rectum|C.é. dans l'anus et le rectum||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T188|T188 : Corps étranger de localisations autres et multiples dans les voies digestives|C.é. de loc. autres et mult. dans les voies digestives||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T189|T189 : Corps étranger dans les voies digestives, partie non précisée|C.é. dans les voies digestives, partie SAI.||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|T190|T190 : Corps étranger dans l'urètre|C.é. dans l'urètre||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T191|T191 : Corps étranger dans la vessie|C.é. dans la vessie||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T192|T192 : Corps étranger dans la vulve et le vagin|C.é. dans la vulve et le vagin||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T193|T193 : Corps étranger dans l'utérus [toute partie]|C.é. dans l'utérus [toute partie]||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T198|T198 : Corps étranger de localisations autres et multiples dans les voies génito-urinaires|C.é. de loc. autres et mult. dans les voies gén-urin.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T199|T199 : Corps étranger dans les voies génito-urinaires, partie non précisée|C.é. dans les voies gén-urin., partie SAI.|01JUN2007:00:00:00|0||0|0|0|1|1|1|0|N|N|N|O||O|25JUN2009:00:00:00|JF|26/07/07 finvalid; ; 09/02/07: dpimp dpint|
D|T200|T200 : Brûlure de la tête et du cou, degré non précisé|Brûlure de la tête et du cou, degré SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T201|T201 : Brûlure du premier degré de la tête et du cou|Brûlure du 1er degré de la tête et du cou||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T202|T202 : Brûlure du second degré de la tête et du cou|Brûlure du 2d degré de la tête et du cou||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T203|T203 : Brûlure du troisième degré de la tête et du cou|Brûlure du 3ème degré de la tête et du cou||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T204|T204 : Corrosion de la tête et du cou, degré non précisé|Corrosion de la tête et du cou, degré SAI.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T205|T205 : Corrosion du premier degré de la tête et du cou|Corrosion du 1er degré de la tête et du cou||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T206|T206 : Corrosion du second degré de la tête et du cou|Corrosion du 2d degré de la tête et du cou||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T207|T207 : Corrosion du troisième degré de la tête et du cou|Corrosion du 3ème degré de la tête et du cou||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T210|T210 : Brûlure du tronc, degré non précisé|Brûlure du tronc, degré SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T211|T211 : Brûlure du premier degré du tronc|Brûlure du 1er degré du tronc||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T212|T212 : Brûlure du second degré du tronc|Brûlure du 2d degré du tronc||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T213|T213 : Brûlure du troisième degré du tronc|Brûlure du 3ème degré du tronc||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T214|T214 : Corrosion du tronc, degré non précisé|Corrosion du tronc, degré SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T215|T215 : Corrosion du premier degré du tronc|Corrosion du 1er degré du tronc||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T216|T216 : Corrosion du second degré du tronc|Corrosion du 2d degré du tronc||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T217|T217 : Corrosion du troisième degré du tronc|Corrosion du 3ème degré du tronc||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T220|T220 : Brûlure de l'épaule et du membre supérieur, sauf poignet et main, degré non précisé|Brûlure de l'épaule et du mb. sup., sf. poignet, main, degré SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T221|T221 : Brûlure du premier degré de l'épaule et du membre supérieur, sauf poignet et main|Brûlure du 1er degré de l'épaule et du mb. sup., sf. poignet, main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T222|T222 : Brûlure du second degré de l'épaule et du membre supérieur, sauf poignet et main|Brûlure du 2d degré de l'épaule et du mb. sup., sf. poignet, main||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T223|T223 : Brûlure du troisième degré de l'épaule et du membre supérieur, sauf poignet et main|Brûlure du 3ème degré de l'épaule et du mb. sup., sf. poignet, main||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|T224|T224 : Corrosion de l'épaule et du membre supérieur, sauf poignet et main, degré non précisé|Corrosion de l'épaule et du mb. sup., sf. poignet, main, degré SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
